Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total,Did
28-02-2021,1700,Ophthalmology,Adult,16-64, 3-6 Months,3,35MH
28-02-2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,14,3MH
28-02-2021,1800,Orthopaedics,Adult,65+, 3-6 Months,2,13MH
28-02-2021,2600,General Surgery,Adult,16-64, 0-3 Months,91,16MH
28-02-2021,2600,General Surgery,Adult,16-64, 6-9 Months,35,13MH
28-02-2021,2600,General Surgery,Adult,16-64,15-18 Months,45,24MH
28-02-2021,2604,Vascular Surgery,Adult,16-64, 0-3 Months,61,9MH
28-02-2021,2604,Vascular Surgery,Adult,16-64, 6-9 Months,21,6MH
28-02-2021,2604,Vascular Surgery,Adult,16-64,15-18 Months,1,4MH
28-02-2021,2604,Vascular Surgery,Adult,65+, 3-6 Months,25,16MH
28-02-2021,7800,Urology,Adult,65+, 0-3 Months,24,25MH
28-02-2021,7800,Urology,Adult,65+, 3-6 Months,4,30MH
28-02-2021,7800,Urology,Adult,65+, 6-9 Months,3,12MH
28-02-2021,7800,Urology,Adult,65+,12-15 Months,2,22MH
28-02-2021,600,Otolaryngology (ENT),Adult,16-64,18 Months +,1089,9MH
28-02-2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,85,18MH
28-02-2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,67,7MH
28-02-2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,53,14MH
28-02-2021,1503,Gynaecology,Adult,16-64, 3-6 Months,150,16MH
28-02-2021,1503,Gynaecology,Adult,16-64, 6-9 Months,87,27MH
28-02-2021,1503,Gynaecology,Adult,16-64,12-15 Months,11,4MH
28-02-2021,1503,Gynaecology,Adult,65+, 9-12 Months,10,10MH
28-02-2021,1503,Gynaecology,Child,0-15, 3-6 Months,7,15MH
28-02-2021,1503,Gynaecology,Child,0-15, 6-9 Months,2,1MH
28-02-2021,1503,Gynaecology,Child,0-15,12-15 Months,1,34MH
28-02-2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,5,2MH
28-02-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,6,25MH
28-02-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,4,19MH
28-02-2021,1800,Orthopaedics,Adult,65+, 3-6 Months,2,16MH
28-02-2021,1800,Orthopaedics,Adult,65+,12-15 Months,4,6MH
28-02-2021,1900,Paediatrics,Adult,65+, 0-3 Months,1,11MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,47,26MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,31,26MH
28-02-2021,2400,Respiratory Medicine,Adult,65+, 9-12 Months,16,30MH
28-02-2021,2600,General Surgery,Adult,16-64, 0-3 Months,121,25MH
28-02-2021,2600,General Surgery,Adult,65+, 9-12 Months,1,25MH
28-02-2021,5000,General Medicine,Adult,65+, 0-3 Months,21,6MH
28-02-2021,6200,Clinical Neurophysiology,Adult,16-64,18 Months +,40,2MH
28-02-2021,6200,Clinical Neurophysiology,Adult,65+, 0-3 Months,9,17MH
28-02-2021,6200,Clinical Neurophysiology,Adult,65+, 3-6 Months,9,7MH
28-02-2021,6200,Clinical Neurophysiology,Adult,65+,12-15 Months,11,19MH
28-02-2021,7800,Urology,Adult,16-64,18 Months +,61,13MH
28-02-2021,7800,Urology,Adult,65+, 0-3 Months,25,19MH
28-02-2021,7800,Urology,Adult,65+, 6-9 Months,16,20MH
28-02-2021,7800,Urology,Adult,65+,12-15 Months,15,10MH
28-02-2021,7800,Urology,Adult,65+,15-18 Months,15,33MH
28-02-2021,7800,Urology,Child,0-15, 0-3 Months,3,23MH
28-02-2021,7800,Urology,Child,0-15, 3-6 Months,2,27MH
28-02-2021,7800,Urology,Child,0-15,12-15 Months,2,30MH
28-02-2021,8000,Anaesthetics,Adult,16-64, 9-12 Months,30,8MH
28-02-2021,100,Cardiology,Adult,16-64, 0-3 Months,139,12MH
28-02-2021,100,Cardiology,Adult,16-64, 3-6 Months,127,10MH
28-02-2021,100,Cardiology,Adult,16-64, 6-9 Months,88,2MH
28-02-2021,100,Cardiology,Adult,16-64,12-15 Months,106,16MH
28-02-2021,100,Cardiology,Adult,16-64,15-18 Months,107,27MH
28-02-2021,300,Dermatology,Adult,16-64, 9-12 Months,146,1MH
28-02-2021,300,Dermatology,Adult,65+, 3-6 Months,92,9MH
28-02-2021,300,Dermatology,Adult,65+,12-15 Months,58,11MH
28-02-2021,300,Dermatology,Adult,65+,18 Months +,513,8MH
28-02-2021,300,Dermatology,Child,0-15,18 Months +,158,6MH
28-02-2021,400,Endocrinology,Adult,16-64, 9-12 Months,41,9MH
28-02-2021,400,Endocrinology,Adult,65+,18 Months +,98,11MH
28-02-2021,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,204,36MH
28-02-2021,600,Otolaryngology (ENT),Child,0-15, 9-12 Months,108,1MH
28-02-2021,700,Gastro-Enterology,Adult,16-64,18 Months +,39,35MH
28-02-2021,700,Gastro-Enterology,Adult,65+, 0-3 Months,36,16MH
28-02-2021,700,Gastro-Enterology,Adult,65+, 3-6 Months,46,19MH
28-02-2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,73,12MH
28-02-2021,600,Otolaryngology (ENT),Child,0-15,18 Months +,138,35MH
28-02-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,164,30MH
28-02-2021,1700,Ophthalmology,Adult,65+, 3-6 Months,304,31MH
28-02-2021,1700,Ophthalmology,Adult,65+,12-15 Months,305,9MH
28-02-2021,1700,Ophthalmology,Adult,65+,18 Months +,1832,9MH
28-02-2021,1700,Ophthalmology,Child,0-15,18 Months +,188,12MH
28-02-2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,246,33MH
28-02-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,111,29MH
28-02-2021,1800,Orthopaedics,Adult,16-64,12-15 Months,97,33MH
28-02-2021,1800,Orthopaedics,Adult,65+, 9-12 Months,49,27MH
28-02-2021,1800,Orthopaedics,Child,0-15, 3-6 Months,36,1MH
28-02-2021,1800,Orthopaedics,Child,0-15,12-15 Months,18,31MH
28-02-2021,2500,Rheumatology,Adult,16-64, 0-3 Months,37,2MH
28-02-2021,2500,Rheumatology,Adult,16-64, 6-9 Months,13,10MH
28-02-2021,100,Cardiology,Adult,16-64, 0-3 Months,66,27MH
28-02-2021,100,Cardiology,Adult,16-64,15-18 Months,6,26MH
28-02-2021,100,Cardiology,Adult,16-64,18 Months +,6,2MH
28-02-2021,100,Cardiology,Adult,65+, 3-6 Months,27,16MH
28-02-2021,100,Cardiology,Adult,65+, 6-9 Months,12,4MH
28-02-2021,100,Cardiology,Adult,65+,12-15 Months,10,5MH
28-02-2021,300,Dermatology,Adult,0-15, 3-6 Months,1,35MH
28-02-2021,300,Dermatology,Adult,16-64, 9-12 Months,64,1MH
28-02-2021,300,Dermatology,Adult,65+,18 Months +,88,25MH
28-02-2021,700,Gastro-Enterology,Adult,16-64, 9-12 Months,28,17MH
28-02-2021,700,Gastro-Enterology,Adult,65+, 3-6 Months,23,15MH
28-02-2021,700,Gastro-Enterology,Adult,65+,12-15 Months,2,8MH
28-02-2021,1100,Haematology,Adult,16-64,18 Months +,3,28MH
28-02-2021,1100,Haematology,Adult,65+, 0-3 Months,16,23MH
28-02-2021,1100,Haematology,Adult,65+, 6-9 Months,9,20MH
28-02-2021,1100,Haematology,Adult,65+,15-18 Months,4,13MH
28-02-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,114,10MH
28-02-2021,1503,Gynaecology,Adult,16-64, 3-6 Months,90,9MH
28-02-2021,1503,Gynaecology,Adult,16-64, 6-9 Months,59,12MH
28-02-2021,1503,Gynaecology,Adult,16-64,12-15 Months,9,13MH
28-02-2021,1503,Gynaecology,Adult,65+, 9-12 Months,3,12MH
28-02-2021,1700,Ophthalmology,Adult,16-64, 3-6 Months,22,28MH
28-02-2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,10,34MH
28-02-2021,1700,Ophthalmology,Adult,16-64,12-15 Months,1,13MH
28-02-2021,1700,Ophthalmology,Adult,65+, 9-12 Months,5,30MH
28-02-2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,298,6MH
28-02-2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,225,29MH
28-02-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,95,5MH
28-02-2021,1800,Orthopaedics,Adult,16-64,12-15 Months,38,32MH
28-02-2021,1800,Orthopaedics,Adult,16-64,18 Months +,17,23MH
28-02-2021,2000,Plastic Surgery,Adult,16-64, 9-12 Months,44,34MH
28-02-2021,2000,Plastic Surgery,Adult,65+,18 Months +,4,18MH
28-02-2021,2300,Nephrology,Adult,65+, 0-3 Months,27,7MH
28-02-2021,2300,Nephrology,Adult,65+, 3-6 Months,7,20MH
28-02-2021,2300,Nephrology,Adult,65+, 6-9 Months,6,29MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,131,12MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,43,15MH
28-02-2021,2400,Respiratory Medicine,Adult,65+, 9-12 Months,15,35MH
28-02-2021,2500,Rheumatology,Adult,16-64, 0-3 Months,106,4MH
28-02-2021,2500,Rheumatology,Adult,16-64,18 Months +,70,30MH
28-02-2021,2500,Rheumatology,Adult,65+, 3-6 Months,28,20MH
28-02-2021,2500,Rheumatology,Adult,65+, 6-9 Months,17,24MH
28-02-2021,2500,Rheumatology,Adult,65+,12-15 Months,14,11MH
28-02-2021,2500,Rheumatology,Adult,65+,15-18 Months,11,11MH
28-02-2021,2600,General Surgery,Adult,16-64, 3-6 Months,83,8MH
28-02-2021,2600,General Surgery,Adult,16-64, 6-9 Months,44,2MH
28-02-2021,2600,General Surgery,Adult,16-64,12-15 Months,6,9MH
28-02-2021,2600,General Surgery,Adult,16-64,15-18 Months,4,20MH
28-02-2021,2600,General Surgery,Adult,65+, 9-12 Months,11,35MH
28-02-2021,7800,Urology,Adult,16-64, 0-3 Months,157,23MH
28-02-2021,7800,Urology,Adult,16-64,18 Months +,16,4MH
28-02-2021,7800,Urology,Adult,65+, 3-6 Months,67,20MH
28-02-2021,7800,Urology,Adult,65+, 6-9 Months,40,10MH
28-02-2021,7800,Urology,Adult,65+,12-15 Months,46,23MH
28-02-2021,7800,Urology,Adult,65+,15-18 Months,22,28MH
28-02-2021,400,Endocrinology,Adult,65+, 0-3 Months,33,29MH
28-02-2021,1503,Gynaecology,Adult,0-15, 6-9 Months,1,5MH
28-02-2021,1503,Gynaecology,Adult,65+, 9-12 Months,6,4MH
28-02-2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,3,7MH
28-02-2021,1700,Ophthalmology,Adult,65+, 9-12 Months,16,14MH
28-02-2021,1800,Orthopaedics,Adult,0-15, 0-3 Months,4,20MH
28-02-2021,1800,Orthopaedics,Adult,0-15, 3-6 Months,2,2MH
28-02-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,123,30MH
28-02-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,77,17MH
28-02-2021,2600,General Surgery,Adult,0-15, 3-6 Months,2,22MH
28-02-2021,5000,General Medicine,Adult,16-64, 0-3 Months,3,10MH
28-02-2021,5000,General Medicine,Adult,65+, 3-6 Months,1,33MH
28-02-2021,7800,Urology,Adult,16-64, 0-3 Months,48,22MH
28-02-2021,7800,Urology,Adult,16-64, 3-6 Months,3,16MH
28-02-2021,7800,Urology,Adult,16-64,15-18 Months,20,35MH
28-02-2021,100,Cardiology,Adult,65+, 0-3 Months,24,29MH
28-02-2021,100,Cardiology,Adult,65+,18 Months +,11,5MH
28-02-2021,300,Dermatology,Adult,16-64, 3-6 Months,37,29MH
28-02-2021,300,Dermatology,Adult,16-64, 6-9 Months,32,17MH
28-02-2021,300,Dermatology,Adult,16-64,12-15 Months,48,6MH
28-02-2021,300,Dermatology,Adult,65+, 9-12 Months,8,36MH
28-02-2021,300,Dermatology,Child,0-15, 3-6 Months,1,14MH
28-02-2021,600,Otolaryngology (ENT),Adult,16-64,18 Months +,32,10MH
28-02-2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,49,35MH
28-02-2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,40,21MH
28-02-2021,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,31,33MH
28-02-2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,27,24MH
28-02-2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,15,30MH
28-02-2021,601,Paediatric ENT,Child,0-15, 9-12 Months,20,15MH
28-02-2021,1300,Neurology,Adult,16-64, 9-12 Months,1,33MH
28-02-2021,1503,Gynaecology,Adult,16-64,18 Months +,48,9MH
28-02-2021,1503,Gynaecology,Adult,65+, 0-3 Months,21,25MH
28-02-2021,1503,Gynaecology,Adult,65+, 3-6 Months,15,25MH
28-02-2021,1503,Gynaecology,Adult,65+,12-15 Months,13,16MH
28-02-2021,1503,Gynaecology,Child,0-15, 6-9 Months,1,7MH
28-02-2021,1503,Gynaecology,Child,0-15,18 Months +,1,18MH
28-02-2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,58,20MH
28-02-2021,700,Gastro-Enterology,Adult,65+, 6-9 Months,21,16MH
28-02-2021,700,Gastro-Enterology,Adult,65+,12-15 Months,22,32MH
28-02-2021,700,Gastro-Enterology,Child,0-15, 0-3 Months,1,35MH
28-02-2021,900,Geriatric Medicine,Adult,65+, 0-3 Months,56,20MH
28-02-2021,900,Geriatric Medicine,Adult,65+,15-18 Months,10,18MH
28-02-2021,900,Geriatric Medicine,Adult,65+,18 Months +,1,3MH
28-02-2021,1100,Haematology,Adult,16-64, 0-3 Months,63,29MH
28-02-2021,1100,Haematology,Adult,16-64, 3-6 Months,47,13MH
28-02-2021,1100,Haematology,Adult,16-64,12-15 Months,14,33MH
28-02-2021,1100,Haematology,Adult,65+, 6-9 Months,19,31MH
28-02-2021,1100,Haematology,Adult,65+,15-18 Months,8,2MH
28-02-2021,1300,Neurology,Adult,16-64,18 Months +,627,12MH
28-02-2021,1300,Neurology,Adult,65+, 0-3 Months,30,14MH
28-02-2021,1300,Neurology,Adult,65+, 6-9 Months,22,35MH
28-02-2021,1300,Neurology,Adult,65+,15-18 Months,34,12MH
28-02-2021,1503,Gynaecology,Adult,65+, 9-12 Months,12,33MH
28-02-2021,1700,Ophthalmology,Adult,16-64, 3-6 Months,177,1MH
28-02-2021,1700,Ophthalmology,Adult,16-64,12-15 Months,146,21MH
28-02-2021,1700,Ophthalmology,Adult,65+, 9-12 Months,95,16MH
28-02-2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,470,34MH
28-02-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,373,33MH
28-02-2021,1800,Orthopaedics,Adult,16-64,12-15 Months,376,22MH
28-02-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,319,19MH
28-02-2021,1800,Orthopaedics,Adult,65+, 9-12 Months,106,7MH
28-02-2021,1800,Orthopaedics,Child,0-15, 3-6 Months,36,33MH
28-02-2021,1800,Orthopaedics,Child,0-15, 6-9 Months,21,2MH
28-02-2021,1800,Orthopaedics,Child,0-15,12-15 Months,27,36MH
28-02-2021,1900,Paediatrics,Child,0-15, 0-3 Months,121,4MH
28-02-2021,1900,Paediatrics,Child,0-15,18 Months +,8,33MH
28-02-2021,2300,Nephrology,Adult,16-64, 0-3 Months,36,12MH
28-02-2021,2300,Nephrology,Adult,16-64, 3-6 Months,27,26MH
28-02-2021,2300,Nephrology,Adult,16-64, 6-9 Months,15,36MH
28-02-2021,2300,Nephrology,Adult,16-64,12-15 Months,11,23MH
28-02-2021,2300,Nephrology,Adult,65+, 9-12 Months,9,23MH
28-02-2021,2300,Nephrology,Adult,65+,15-18 Months,17,31MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,47,10MH
28-02-2021,2400,Respiratory Medicine,Adult,65+,18 Months +,171,5MH
28-02-2021,2500,Rheumatology,Adult,16-64, 0-3 Months,137,9MH
28-02-2021,2500,Rheumatology,Adult,16-64, 3-6 Months,130,11MH
28-02-2021,2500,Rheumatology,Adult,16-64, 6-9 Months,73,17MH
28-02-2021,2500,Rheumatology,Adult,16-64,12-15 Months,34,32MH
28-02-2021,2500,Rheumatology,Adult,16-64,15-18 Months,43,29MH
28-02-2021,2500,Rheumatology,Child,0-15, 0-3 Months,1,24MH
28-02-2021,2500,Rheumatology,Child,0-15, 6-9 Months,1,28MH
28-02-2021,2600,General Surgery,Adult,16-64, 9-12 Months,42,34MH
28-02-2021,2600,General Surgery,Child,0-15, 9-12 Months,2,20MH
28-02-2021,2602,Gastro-Intestinal Surgery,Adult,16-64,18 Months +,3,15MH
28-02-2021,2602,Gastro-Intestinal Surgery,Adult,65+, 0-3 Months,29,8MH
28-02-2021,2602,Gastro-Intestinal Surgery,Adult,65+, 3-6 Months,3,33MH
28-02-2021,2602,Gastro-Intestinal Surgery,Child,0-15, 3-6 Months,1,33MH
28-02-2021,1800,Orthopaedics,Adult,65+, 6-9 Months,44,36MH
28-02-2021,1800,Orthopaedics,Adult,65+,18 Months +,64,24MH
28-02-2021,2300,Nephrology,Adult,16-64, 9-12 Months,1,33MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,104,15MH
28-02-2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,33,26MH
28-02-2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,21,5MH
28-02-2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,31,28MH
28-02-2021,2400,Respiratory Medicine,Adult,65+,15-18 Months,24,26MH
28-02-2021,2600,General Surgery,Adult,16-64, 0-3 Months,132,31MH
28-02-2021,2600,General Surgery,Adult,65+, 3-6 Months,44,10MH
28-02-2021,2600,General Surgery,Adult,65+, 6-9 Months,26,25MH
28-02-2021,2600,General Surgery,Adult,65+,12-15 Months,5,12MH
28-02-2021,2600,General Surgery,Adult,65+,15-18 Months,3,9MH
28-02-2021,2600,General Surgery,Child,0-15, 0-3 Months,13,14MH
28-02-2021,2600,General Surgery,Child,0-15, 3-6 Months,11,27MH
28-02-2021,5000,General Medicine,Adult,16-64, 3-6 Months,123,6MH
28-02-2021,5000,General Medicine,Adult,16-64, 6-9 Months,87,12MH
28-02-2021,5000,General Medicine,Adult,16-64,12-15 Months,40,5MH
28-02-2021,5000,General Medicine,Adult,65+, 9-12 Months,18,32MH
28-02-2021,100,Cardiology,Adult,65+, 9-12 Months,28,3MH
28-02-2021,300,Dermatology,Adult,16-64, 0-3 Months,370,30MH
28-02-2021,300,Dermatology,Adult,16-64,18 Months +,349,3MH
28-02-2021,300,Dermatology,Adult,65+, 3-6 Months,123,15MH
28-02-2021,300,Dermatology,Adult,65+, 6-9 Months,108,36MH
28-02-2021,300,Dermatology,Adult,65+,12-15 Months,81,31MH
28-02-2021,300,Dermatology,Adult,65+,15-18 Months,54,35MH
28-02-2021,300,Dermatology,Child,0-15, 0-3 Months,119,12MH
28-02-2021,400,Endocrinology,Adult,16-64,18 Months +,1,1MH
28-02-2021,400,Endocrinology,Adult,65+, 0-3 Months,35,27MH
28-02-2021,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,64,23MH
28-02-2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,97,28MH
28-02-2021,601,Paediatric ENT,Adult,16-64, 0-3 Months,2,25MH
28-02-2021,601,Paediatric ENT,Adult,16-64, 3-6 Months,1,5MH
28-02-2021,700,Gastro-Enterology,Adult,16-64, 0-3 Months,74,13MH
28-02-2021,700,Gastro-Enterology,Adult,65+, 3-6 Months,24,19MH
28-02-2021,700,Gastro-Enterology,Adult,65+, 6-9 Months,14,33MH
28-02-2021,700,Gastro-Enterology,Adult,65+,12-15 Months,15,3MH
28-02-2021,1100,Haematology,Adult,16-64, 3-6 Months,17,31MH
28-02-2021,1100,Haematology,Adult,16-64, 6-9 Months,3,35MH
28-02-2021,1100,Haematology,Adult,16-64,15-18 Months,1,14MH
28-02-2021,1502,Obstetrics,Adult,16-64, 9-12 Months,1,34MH
28-02-2021,1600,Oncology,Adult,65+, 0-3 Months,8,35MH
28-02-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,14,1MH
28-02-2021,1700,Ophthalmology,Child,0-15, 9-12 Months,4,19MH
28-02-2021,1800,Orthopaedics,Child,0-15, 9-12 Months,8,31MH
28-02-2021,1900,Paediatrics,Adult,16-64, 0-3 Months,5,27MH
28-02-2021,1900,Paediatrics,Child,0-15, 0-3 Months,211,3MH
28-02-2021,1900,Paediatrics,Child,0-15, 3-6 Months,213,32MH
28-02-2021,1900,Paediatrics,Child,0-15, 6-9 Months,112,2MH
28-02-2021,1900,Paediatrics,Child,0-15,12-15 Months,39,15MH
28-02-2021,1900,Paediatrics,Child,0-15,15-18 Months,37,30MH
28-02-2021,2300,Nephrology,Adult,16-64, 3-6 Months,4,3MH
28-02-2021,2604,Vascular Surgery,Adult,16-64, 3-6 Months,70,22MH
28-02-2021,2604,Vascular Surgery,Adult,16-64, 6-9 Months,55,6MH
28-02-2021,2604,Vascular Surgery,Adult,16-64,12-15 Months,38,26MH
28-02-2021,2604,Vascular Surgery,Adult,65+, 9-12 Months,40,10MH
28-02-2021,2605,Breast Surgery,Adult,16-64, 9-12 Months,186,2MH
28-02-2021,2605,Breast Surgery,Child,0-15, 9-12 Months,3,26MH
28-02-2021,7800,Urology,Adult,16-64, 0-3 Months,184,27MH
28-02-2021,7800,Urology,Adult,16-64, 6-9 Months,112,28MH
28-02-2021,7800,Urology,Adult,16-64,15-18 Months,141,27MH
28-02-2021,7800,Urology,Adult,65+, 3-6 Months,84,21MH
28-02-2021,7800,Urology,Adult,65+,12-15 Months,84,1MH
28-02-2021,7800,Urology,Child,0-15, 0-3 Months,11,16MH
28-02-2021,7800,Urology,Child,0-15, 3-6 Months,16,16MH
28-02-2021,7800,Urology,Child,0-15, 6-9 Months,13,6MH
28-02-2021,7800,Urology,Child,0-15,15-18 Months,22,21MH
28-02-2021,8003,Pain Relief,Adult,65+, 9-12 Months,15,27MH
28-02-2021,8003,Pain Relief,Adult,65+,18 Months +,39,9MH
28-02-2021,100,Cardiology,Adult,16-64,18 Months +,125,34MH
28-02-2021,100,Cardiology,Adult,65+, 0-3 Months,48,12MH
28-02-2021,100,Cardiology,Adult,65+,15-18 Months,22,19MH
28-02-2021,400,Endocrinology,Adult,16-64, 6-9 Months,6,26MH
28-02-2021,400,Endocrinology,Adult,16-64,15-18 Months,13,20MH
28-02-2021,402,Diabetes Mellitus,Adult,16-64, 0-3 Months,25,23MH
28-02-2021,402,Diabetes Mellitus,Adult,16-64,18 Months +,48,36MH
28-02-2021,402,Diabetes Mellitus,Adult,65+, 3-6 Months,6,26MH
28-02-2021,402,Diabetes Mellitus,Adult,65+, 6-9 Months,6,20MH
28-02-2021,402,Diabetes Mellitus,Adult,65+,12-15 Months,5,17MH
28-02-2021,402,Diabetes Mellitus,Adult,65+,15-18 Months,8,26MH
28-02-2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,4,20MH
28-02-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,127,5MH
28-02-2021,1503,Gynaecology,Adult,16-64, 6-9 Months,34,12MH
28-02-2021,1503,Gynaecology,Adult,16-64,18 Months +,9,26MH
28-02-2021,1503,Gynaecology,Adult,65+, 3-6 Months,9,35MH
28-02-2021,1503,Gynaecology,Adult,65+,12-15 Months,1,31MH
28-02-2021,1503,Gynaecology,Child,0-15, 0-3 Months,2,20MH
28-02-2021,1503,Gynaecology,Child,0-15, 3-6 Months,1,24MH
28-02-2021,1900,Paediatrics,Child,0-15, 9-12 Months,2,23MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,50,19MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,36,33MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,38,35MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,39,3MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,36,34MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,7,29MH
28-02-2021,2600,General Surgery,Adult,16-64, 0-3 Months,232,17MH
28-02-2021,2600,General Surgery,Adult,16-64, 3-6 Months,187,22MH
28-02-2021,2600,General Surgery,Adult,16-64,12-15 Months,12,5MH
28-02-2021,2600,General Surgery,Adult,65+, 6-9 Months,36,27MH
28-02-2021,2600,General Surgery,Adult,65+, 9-12 Months,15,19MH
28-02-2021,2600,General Surgery,Adult,65+,15-18 Months,1,20MH
28-02-2021,2600,General Surgery,Child,0-15, 3-6 Months,23,30MH
28-02-2021,2600,General Surgery,Child,0-15, 6-9 Months,15,10MH
28-02-2021,5000,General Medicine,Adult,16-64, 9-12 Months,16,1MH
28-02-2021,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,56,11MH
28-02-2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,57,15MH
28-02-2021,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,45,12MH
28-02-2021,600,Otolaryngology (ENT),Adult,16-64,15-18 Months,35,20MH
28-02-2021,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,3,34MH
28-02-2021,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,15,19MH
28-02-2021,600,Otolaryngology (ENT),Child,0-15,12-15 Months,36,26MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,35,12MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,13,14MH
28-02-2021,2400,Respiratory Medicine,Adult,65+, 9-12 Months,2,10MH
28-02-2021,2600,General Surgery,Adult,16-64, 0-3 Months,151,1MH
28-02-2021,2600,General Surgery,Adult,16-64, 6-9 Months,69,35MH
28-02-2021,2600,General Surgery,Adult,16-64,15-18 Months,42,17MH
28-02-2021,2600,General Surgery,Adult,65+, 9-12 Months,20,21MH
28-02-2021,5000,General Medicine,Adult,65+, 0-3 Months,40,23MH
28-02-2021,5000,General Medicine,Adult,65+,18 Months +,31,17MH
28-02-2021,7800,Urology,Adult,65+, 0-3 Months,3,4MH
28-02-2021,300,Dermatology,Adult,16-64, 9-12 Months,15,5MH
28-02-2021,300,Dermatology,Adult,65+, 3-6 Months,7,28MH
28-02-2021,1300,Neurology,Adult,65+, 3-6 Months,3,8MH
28-02-2021,1300,Neurology,Adult,65+, 6-9 Months,1,14MH
28-02-2021,1300,Neurology,Adult,65+,12-15 Months,7,9MH
28-02-2021,1300,Neurology,Adult,65+,15-18 Months,1,29MH
28-02-2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,32,30MH
28-02-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,32,10MH
28-02-2021,1800,Orthopaedics,Adult,16-64,12-15 Months,28,1MH
28-02-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,42,36MH
28-02-2021,1800,Orthopaedics,Adult,65+, 9-12 Months,16,22MH
28-02-2021,5000,General Medicine,Adult,16-64,18 Months +,48,4MH
28-02-2021,5000,General Medicine,Adult,65+, 3-6 Months,48,14MH
28-02-2021,5000,General Medicine,Adult,65+, 6-9 Months,42,3MH
28-02-2021,5000,General Medicine,Adult,65+,12-15 Months,17,3MH
28-02-2021,100,Cardiology,Adult,16-64, 9-12 Months,57,18MH
28-02-2021,100,Cardiology,Adult,65+,18 Months +,25,21MH
28-02-2021,300,Dermatology,Adult,16-64, 0-3 Months,23,31MH
28-02-2021,300,Dermatology,Adult,16-64, 6-9 Months,6,9MH
28-02-2021,300,Dermatology,Adult,65+, 3-6 Months,2,31MH
